     STN NO    NYEAR  INDEX     LAT       LON    ELEVATION DIST_COAST  RF_SPL_W RF_SPL_S   WDAY_W     WDAY_S   RF_W       RF_S    MAX_W_S_S RF_ANNUAL
      153       36    53094   -30.350   149.130   174.000   373.435    33.111    67.026    12.500    14.917   113.034   199.230     3.722   574.881
      154       37    53095   -29.030   150.440   330.000   280.426    30.419    46.696    13.622    17.838   109.555   227.329     3.270   635.894
      155       32    53104   -28.830   149.780   210.000   347.628    26.800    49.128    13.750    15.656   106.244   197.604     3.500   541.185
      156       82    54000   -30.050   150.940   740.000   206.264    38.022    61.405    17.390    22.134   151.950   296.783     4.317   809.881
      157      127    54003   -30.380   150.610   500.000   231.312    32.101    61.136    19.394    21.890   131.702   245.114     4.559   694.585
      158       45    54006   -30.270   150.920   850.000   203.590    37.268    59.044    14.822    18.733   161.612   254.900     3.533   755.584
      159       44    54019   -29.920   150.420   380.000   258.454    38.842    59.027    16.386    19.250   146.321   245.864     4.114   717.583
      160       55    54028   -29.960   150.920   622.000   210.781    36.238    66.075    19.291    24.527   144.067   312.981     4.782   828.270
      161      105    54032   -29.200   150.610   425.000   261.737    36.083    59.218    13.238    17.571   124.062   229.591     3.819   645.416
      162       77    54033   -29.100   150.500   353.600   273.566    31.336    58.544    15.675    18.455   127.532   220.319     4.039   628.856
      163       58    54036   -29.240   150.890   440.000   234.239    33.828    62.467    18.793    24.621   125.611   288.006     4.569   754.007
      164       49    54045   -29.340   151.290   578.000   194.818    29.731    57.127    15.571    23.122   119.671   270.355     4.265   735.298
      165       50    54046   -29.400   151.410   750.000   183.070    31.962    52.986    17.260    25.100   129.586   273.114     4.520   760.271
      166       29    54055   -29.400   151.200   472.000   203.453    26.700    51.417    11.276    17.621   104.921   243.601     3.310   683.277
      167       50    54073   -29.640   151.240   653.000   196.008    30.296    60.673    17.200    24.560   125.110   290.683     4.340   774.220
      168       50    54077   -29.690   151.070   590.000   208.070    31.420    47.830    13.260    20.920   114.121   266.542     4.260   724.068
      169       50    54078   -29.680   151.150   645.000   201.619    30.954    60.997    15.280    22.740   120.264   279.495     4.220   759.448
      170       50    54082   -29.640   151.410   935.000   181.801    37.686    62.845    19.700    26.720   153.975   324.063     4.860   871.467
      171       26    54092   -29.720   150.580   426.000   250.428    28.450    59.888    15.154    19.269   127.712   240.067     3.808   712.944
      172       37    54095   -30.300   149.900   304.000   314.057    34.176    46.768    14.000    13.730   151.371   203.715     3.135   655.959
      173       44    54102   -30.370   150.670   620.000   225.822    32.307    59.482    17.886    22.386   119.219   261.657     4.545   691.148
      174       37    54104   -29.390   151.240   462.000   199.571    31.068    59.157    18.081    26.297   117.349   268.603     4.811   747.362
      175       44    54105   -30.340   150.930   880.000   201.943    37.645    67.691    19.705    23.409   150.749   280.725     4.750   794.777
      176       44    54114   -30.100   151.010   645.000   198.400    35.668    68.378    18.568    24.841   143.095   307.181     4.909   820.346
      177       44    54116   -30.300   150.690   715.000   225.440    34.493    64.339    14.000    18.500   123.586   264.593     3.977   703.230
      178       29    54119   -30.360   150.470   610.000   244.950    38.648    69.142    15.862    20.517   122.728   255.569     4.414   716.716
      179       40    54122   -29.340   150.580   375.000   268.107    34.131    57.067    11.725    17.575   115.568   249.401     3.475   677.722
      180       42    54124   -29.270   150.270   287.000   298.305    32.000    54.412    11.452    17.619   109.196   225.282     3.500   612.949
      181       40    54128   -29.890   150.900   660.000   214.970    37.422    70.993    20.350    26.100   142.793   305.737     4.850   816.342
      182       37    54129   -29.210   150.370   320.000   284.903    37.147    55.769    10.649    15.973   114.604   248.765     3.378   668.019
      183       35    54138   -30.160   150.390   392.000   255.831    44.346    80.586    16.514    20.886   152.440   286.849     4.486   790.093
      184       40    55005   -31.650   150.200   506.000   197.326    36.375    55.928    15.850    16.525   148.435   204.857     3.625   635.860
      185       34    55009   -31.600   150.400   249.000   189.592    23.924    42.412    14.500    16.441   113.335   189.171     3.588   560.764
      186      113    55018   -31.170   149.650   375.000   271.882    35.242    59.183    13.699    15.381   131.150   219.406     3.611   631.342
      187       61    55024   -31.030   150.270   307.000   239.080    28.452    59.590    17.639    20.230   117.938   225.433     4.492   636.669
      188       38    55026   -31.800   150.600   603.000   160.493    33.661    53.492    17.658    16.342   140.739   191.176     3.579   600.163
      189      120    55037   -31.510   150.400   335.000   194.723    33.967    50.064    13.942    15.150   122.584   200.164     3.508   596.500
      190       87    55039   -31.390   150.250   314.000   216.796    29.924    55.054    17.069    18.460   118.680   206.716     3.977   603.083
      191       72    55043   -31.710   150.410   405.000   179.357    34.913    59.026    14.653    16.819   138.352   237.717     3.903   686.642
      192      109    55044   -30.700   150.280   302.000   257.364    30.397    51.709    13.505    14.587   122.837   194.104     3.404   580.403
      193      106    55045   -31.180   150.030   353.000   247.960    32.210    53.416    16.264    18.236   117.676   198.088     4.151   591.823
      194      127    55057   -31.770   150.290   465.000   181.744    42.797    60.785    18.394    17.898   165.418   237.953     3.961   736.466
      195       56    55060   -31.650   150.670   396.200   166.620    31.196    44.137    18.232    18.429   133.780   215.143     3.750   628.322
      196       93    55064   -31.600   150.380   350.000   190.730    29.090    53.266    15.290    18.075   122.757   217.642     4.032   619.141
      197       73    55065   -31.170   150.540   302.000   210.682    29.756    56.074    18.082    19.205   125.330   226.216     4.178   642.719
      198      109    55076   -30.510   150.210   320.000   276.370    28.655    50.866    13.954    15.495   116.019   198.044     3.578   577.702
      199       35    55077   -31.800   150.700   661.000   151.803    54.629    57.211    23.629    18.886   204.143   245.083     3.571   800.563
      200       46    55082   -30.470   150.950   853.000   197.490    29.776    57.812    15.109    19.217   138.353   257.875     4.087   733.610
      201       29    55100   -30.750   150.910   435.000   210.577    36.486    60.883    17.414    21.724   126.897   244.453     4.586   701.639
