STN NO,NYEAR,INDEX,STATION NAME,LAT,LON,ELEVATION,DIST_COAST,av_an_tmax,WET_SPL,DRY_APL,D_MAX_RF,AMT_WET_SPL,AMT_MON,WDAY_MON,AMT_AU,AMT_WIN,AMT_SP,AMT_SU,WDAY_AU,WDAY_WIN,WDAY_SP,WDAY_SU,AN_WET_DYS,AN_RAINFALL,AMT/WDAY
564,68,82014,CUDGEWA,-36.2,147.9,152.4,179.84,20.46,7.65,31.5,48.19,59.46,65.07,7.8,169.15,251.15,206.09,153.57,19.46,33.65,24.91,15.59,93.61,779.96,8.43
565,106,82021,INDIGO,-36.096,146.601,200,216.2,21.78,6.6,32.19,43.62,44.19,50.98,7.01,136.38,196.28,160.19,118.93,17.92,31.56,22.04,12.53,84.05,611.78,7.31
566,96,82039,RUTHERGLEN,-36.105,146.509,175,219.04,22.10,7.55,28.1,42.89,44.67,48.66,8.41,129.79,180.35,157.47,115.81,20.72,37.78,27.21,15.19,100.9,583.42,5.73
567,63,82040,RUTHERGLEN,-36.05,146.4,121.9,229.05,22.36,5.68,32.67,46.82,41.7,45.22,6.63,125.21,166.06,136.86,114.35,16.44,28.98,21.09,12.95,79.46,542.48,6.97
568,108,82053,WANGARATTA,-36.367,146.3,150,203.65,21.94,7.33,29.24,49.1,45.1,53.23,8.14,150.05,201.7,169.3,117.58,20.93,36.02,26.25,14.52,97.72,638.63,6.59
569,84,82054,WARRENBAYNE,-36.65,145.883,259,156.93,21.05,9.63,29.38,50.03,58.29,62.03,9,175.56,260.73,184.54,123.42,23.26,42.31,28.2,14.2,107.97,744.25,7.24
570,86,82056,WODONGA,-36.117,146.9,152,203.87,21.99,6.74,28.9,48.85,50.14,59.81,7.98,164.81,240.16,182.55,130.17,20.79,35.74,25.13,14.07,95.73,717.69,7.49
571,36,82059,STANLEY,-36.417,146.767,746,177.71,16.95,11.19,21.19,63.14,120.15,104.72,11.1,296.11,430.37,343.96,186.81,29.69,46.75,36.53,20.39,133.36,1257.25,9.34
572,57,82061,SWANPOOL,-36.702,146.034,235,159.49,21.14,9.32,26.21,58.1,75.84,74.1,8.94,202.45,304.62,233.43,149.8,22.49,40.14,29.51,15.19,107.33,890.3,8.19
573,27,82065,WYEEBOO,-36.283,147.4,303,175.41,20.77,8.63,23.26,51.77,82.16,79.51,8.97,223.19,301.93,268.83,159.94,23.78,36.56,30.59,16.82,107.75,953.89,8.76
574,37,82085,RUTHERGLEN,-36.1,146.55,191,217.85,21.87,7.43,32.16,47.81,45.23,49.13,8.03,134.37,192.84,144.33,116.11,20.43,36.78,24.59,14.35,96.15,587.65,6.12
575,26,82086,SNOWY,-36.6,147.4,122,140.64,16.98,7.81,25.81,61.94,98.95,90.18,8.57,239.76,386.65,296.56,159.21,21.58,37.96,28.23,15,102.77,1082.18,10.63
576,37,82088,WODONGA,-36.135,146.889,158,202.32,20.88,7.89,23.89,48.48,65.1,62.79,8.78,171.52,252.64,199.28,128.1,22.3,39.13,28.16,15.73,105.32,751.54,7.07
577,42,82090,DEDERANG,-36.479,147.03,261,162.06,21.41,8.1,26.88,60.4,76.56,76.57,8.22,194.18,314.7,252.84,156.04,20.98,36.45,26.69,14.5,98.62,917.76,9.44
578,30,82093,GLENROWAN,-36.466,146.222,305,190.62,21.07,7.77,26.17,51.41,52.7,57.39,8.33,166.86,210.25,179.48,133.84,21.93,36.83,25.97,15.3,100.03,690.43,6.8
579,36,82097,BULLIOH,-36.187,147.305,210,187.21,20.99,8.5,23.75,53.33,68.03,75.88,9.07,193.28,299.97,247.67,168.88,22.75,38.53,30.31,17.14,108.73,909.8,8.35
580,25,82098,TATONG,-36.75,146.118,250,159.95,20.52,8.84,25.12,55.42,61.41,70.36,9.23,199.59,272.17,221.84,149.06,23.08,41.16,30.6,15.84,110.68,842.66,7.54
581,40,82102,BULLIOH,-36.143,147.377,320,191.11,20.10,8.4,26.35,54.82,76.34,77.69,8.48,193.55,322.46,244.82,170.77,20.67,36.1,28.67,16.3,101.74,931.6,9.07
582,39,82109,MOLYULLAH,-36.613,146.113,210,171.65,21.27,7.23,28.67,51.22,53.66,60.31,7.95,161.19,227.88,196.89,137.81,19.56,35.28,26.15,14.41,95.4,723.77,7.54
583,28,82121,OVENS,-36.35,146.342,145,203.48,21.79,7.5,25.89,45.36,49.6,52.57,8.6,146.26,194.12,173.31,116.76,22.04,38.04,27.96,15.14,103.18,630.45,6.02
584,26,82134,WARRENBAYNE,-36.694,145.878,225,152.57,20.40,7.61,26.46,55.55,67.77,72.5,8.7,181.85,328.39,227.86,130.75,20.15,39.81,28.77,15.39,104.12,868.85,8.29
585,50,83002,BARJARG,-37,146,313.3,144.38,20.10,6.68,33.34,61.8,75.14,66.87,6.66,190.15,281.63,209.58,121.37,16.86,29.9,22.12,10.96,79.84,802.73,9.99
586,129,83025,OMEO,-37.101,147.598,685,83.32,17.97,7.5,19.26,46.66,44,56.19,10.18,148.24,164.92,196.12,165.05,27.03,37.76,34.32,22.98,122.09,674.33,5.56
587,67,83029,TOLMIE,-37,146.2,762,150.85,19.26,7.79,27.97,57.45,64.15,70.38,8.29,193.26,268.58,235,146.7,21.03,36.1,27.4,14.81,99.34,843.54,8.59
588,57,83035,OMEO,-36.926,147.423,800,104.7,11.96,6.89,20.09,58.41,74.07,75.67,9.27,182.03,259.32,285.6,181.98,23.47,33.33,33.14,21.37,111.31,908.93,8.13
589,40,83064,BENAMBRA,-36.941,147.778,718,100.31,17.40,6.22,21.45,45.24,47.71,56.13,8.36,134.18,185.06,198.49,156.33,20.65,31.13,29.88,18.75,100.41,674.06,6.7
590,40,83065,CHESHUNT,-36.819,146.482,270,159.91,17.38,10.15,23.8,65.8,109.35,93.32,9.21,235.54,400.45,296.42,187.06,22.75,41.67,29.83,16.1,110.35,1119.47,10.02
591,30,83074,LAKE,-36.914,146.386,440,156.23,19.72,10.73,22.3,70.57,121.93,101.87,10.7,248.51,454.9,334.37,184.23,26.03,48.2,34.97,19.2,128.4,1222.01,9.42
592,124,84005,BUCHAN,-37.504,148.169,140,34.11,20.05,6.35,20.55,67.55,71.39,68.38,9.14,186.42,205.75,226.96,200.4,24.6,31.28,31.8,21.88,109.56,819.53,7.67
593,125,84030,ORBOST,-37.692,148.459,41,12.66,20.25,7.05,19.63,75.23,82,70.75,9.58,210.53,213.29,220.31,204.54,26.57,32.45,32.23,23.66,114.91,848.67,7.61
594,85,84037,TONGIO,-37.179,147.708,378,73.74,18.29,6.13,22.05,53.01,49.24,53.86,8.46,142.43,152.52,188.11,163.54,22.15,28.71,30.29,20.29,101.44,646.6,6.46
595,56,84044,BLACK,-37.007,148.267,919,89.22,15.69,7.79,15.8,50.55,56.45,61.06,11.21,161.5,160.84,223.36,187.04,29.68,36.86,39.29,28.79,134.62,732.74,5.45
596,29,84052,BUCHAN,-37.5,148.183,104,34.63,20.32,7.03,23.45,74.48,97.13,74.26,8.2,201.06,235.52,239.38,213.35,22.03,28.9,27.41,20,98.34,889.31,9.23
597,46,84070,POINT,-37.802,149.275,27,0.36,19.19,8.33,15.65,74.12,74.63,79.36,11.48,245.88,282.1,233.7,190.96,33.04,40.24,38.06,26.33,137.67,952.64,6.86
598,40,84083,LAKES,-37.869,147.996,43,1.29,19.41,6.8,16.88,59.92,51.77,59.67,10.27,185.22,168.04,192.54,171.76,28.05,34.65,36.15,24.6,123.45,717.56,5.79
599,40,84093,BETE,-37.713,148.395,20,10.81,20.42,7.47,15.73,71.25,61.54,69.24,10.76,200.12,208.87,226.44,194.48,29.13,36.58,36.55,26.85,129.11,829.91,6.41
600,40,84096,BUCHAN,-37.546,148.136,240,29.31,19.65,6.22,21.9,60.18,57.42,64.57,8.35,174.06,187.57,227.09,185.4,22.55,27.7,29.55,20.3,100.1,774.12,7.75
601,39,84100,BAIRNSDALE,-37.833,147.621,10,3.75,20.23,8.03,17.2,56.67,52.66,55.46,10.4,156.45,152.66,189.1,170.38,27.72,35.31,36.9,24.8,124.73,668.59,5.34
602,38,84106,BENDOC,-37.224,148.824,900,62.67,15.32,8.29,14.13,79.74,85.37,97.5,12.16,268.09,338.82,326.84,239.12,33.42,41.37,41.82,29.58,146.19,1172.87,8.02
603,39,84107,WULGULMERANG,-37.083,148.279,914.4,80.78,16.58,7.05,17.9,48.5,57.54,57.94,9.84,149.84,150.17,214.74,183.09,26.8,30.69,34.59,25.87,117.95,697.84,6.03
604,37,84122,GENOA,-37.477,149.639,21,4.49,18.89,9.32,14.97,89.72,89.43,80.4,12,238.59,262.34,258.31,203.61,34.35,43.05,39.27,27,143.67,962.85,6.68
605,35,85002,ALDIVALOCH,-38.4,146.3,289.6,31.18,17.66,10.09,18.14,51,84.54,86.82,11.85,262.27,299.85,279.79,199.12,34.43,42.94,39.91,24.54,141.82,1041.03,7.66
606,83,85003,ALBERTON,-38.617,146.667,10,3.27,18.42,7.32,20.02,49.71,52.65,58.29,9.54,176.4,183.68,193.93,146.26,28.59,35.37,30.77,19.75,114.48,700.27,6.34
607,36,85010,BENGWORDEN,-37.967,147.467,27,6.29,19.61,8.03,18.94,60.13,59.12,51.66,10.1,160.13,124.19,173.89,160.8,28.06,35.33,34.72,23,121.11,619.01,5.12
608,85,85011,BLACKWARRY,-38.4,146.65,658.4,27.14,15.38,12.38,15.66,93.67,142.89,117.49,13.7,350.37,412.25,357.75,289.14,39.39,50.73,43.68,30.71,164.51,1409.51,8.75
609,78,85016,BUSHY,-37.867,147.017,40,43.26,20.27,6.09,24.91,56.99,67.93,49.99,7.29,147.94,126.53,165.91,160.01,19.96,24.2,26.24,17.08,87.48,600.39,6.93
610,52,85017,CALLIGNEE,-38.383,146.6,549,29.34,16.42,19.29,11.36,75.01,132.1,107.9,18.27,323.09,398.18,334.62,239.54,55.02,68.14,56.9,38.92,218.98,1295.43,6.03
611,58,85027,FERNBANK,-37.9,147.3,76,20.4,19.61,6.69,23.5,69.47,71.08,56.62,8.27,163.54,148.79,186.61,178.69,22.62,28.55,28.19,19.76,99.12,677.63,7.09
612,76,85028,FISH,-38.72,146.063,70,10.5,18.15,12.3,14.71,47.19,89.14,84.76,13.79,251.26,318.44,273.18,173.93,40.16,52.43,44.29,28.6,165.48,1016.81,6.23
613,41,85032,FUMINA,-37.95,146.133,434.3,65.98,18.38,12.41,12.73,59.58,78.05,95.57,14.76,275.43,283.15,347.47,242.48,43.46,51.98,48.81,33.24,177.49,1148.53,6.52
614,71,85034,GLENMAGGIE,-37.909,146.805,95,62.58,19.95,7.83,18,60.8,53.81,53,10.52,158.15,125.67,183.36,168.26,29,35.8,36.72,24.59,126.11,635.44,5.05
615,102,85040,FISH,-38.691,146.149,145,6.13,17.61,8.55,18.46,48.08,75.24,85.99,11.12,262.82,315.24,274.66,179.77,32.22,42.13,36.58,22.51,133.44,1032.49,7.84
616,65,85060,MOORMURANG,-37.9,147.5,81,11.7,19.52,6.06,24.45,63.7,74.07,54.71,7.54,167.8,150.31,161.94,175.57,21.22,26.11,25.2,18.03,90.56,655.62,7.3
617,66,85068,PAYNESVILLE,-37.95,147.7,3.7,0.77,19.55,6.36,20.56,58.75,59.49,55.89,8.4,172.17,153.17,171.04,174.4,24.12,29.41,27.8,19.49,100.82,670.78,6.84
618,65,85072,EAST,-38.116,147.132,4.6,25.04,19.83,8.12,17.52,51.48,44.99,50.17,11.5,151.36,134.15,174.34,141.98,32.03,41.77,39,25.18,137.98,601.83,4.43
619,90,85076,STRADBROKE,-38.267,146.917,210,26.66,18.63,7.4,21.73,50.97,58.15,55.53,9.37,164.92,173.06,177.17,151.66,26,35.11,31.37,19.9,112.38,666.81,5.97
620,44,85083,TINAMBA,-37.9,146.8,57.9,63.6,19.75,7.41,20.11,55.35,49.65,49.67,9.41,140.5,127.48,166.02,163.24,25.8,32.09,32.29,22.77,112.95,597.24,5.3
621,36,85105,HAZELWOOD,-38.288,146.49,156.9,41.98,17.83,11,15.44,42.91,61.65,67.06,13.49,194.08,223.48,229.59,158.27,37.67,52.14,44.5,27.5,161.81,805.42,4.97
622,29,85109,BINGINWARRI,-38.6,146.4,187,9.49,17.40,11.79,13.41,67.12,107.1,92,14.38,276.18,310.92,291.8,228.07,42.59,51.83,45.45,32.79,172.66,1106.97,6.41
623,35,85113,DARNUM,-38.2,146,113,42.53,18.93,11,15.69,45.67,76.84,78.26,13.36,228.75,265.56,270.54,171.78,37.86,52.8,43.6,26.17,160.43,936.63,5.86
624,30,85118,GOONA,-37.95,147.6,34,4.05,19.40,5.23,27.87,54.47,64.6,54.16,6.42,157.9,161.77,159.99,171.64,17.8,22.2,21.5,15.77,77.27,651.3,8.7
625,32,85127,NEERIM,-37.95,145.967,427,52.57,17.84,9.31,16.81,54.29,84.22,97.8,11.94,285.68,334.04,328.72,224.55,33.97,45.59,39.59,24.19,143.34,1172.99,8.22
626,30,85131,NOOJEE,-37.9,146,359,58.32,18.10,9.83,16.43,57.52,108.78,117.87,12.27,329.33,456.2,378.66,251.54,33.9,48.5,39.93,25,147.33,1415.73,9.69
627,26,85140,MOONDARRA,-37.95,146.283,311.2,81.02,17.91,9.42,15.61,74.99,101.68,112.93,12.05,300.61,362.85,410.61,282.54,32.5,44.12,40.54,27.54,144.7,1356.61,9.41
628,45,85148,WOODSIDE,-38.524,146.881,25,9.41,18.57,7.22,18.71,57.55,50.64,57.68,9.7,172.59,178.32,192.42,149.29,26.93,36.24,32.58,20.58,116.33,692.62,5.95
629,25,85150,HAZELWOOD,-38.293,146.388,85,42.79,18.76,11.68,15.36,37.56,54.08,59.23,13.62,177.74,188.13,205.58,135.51,38.56,53.28,44.4,27.52,163.76,706.96,4.36
630,55,85160,DARRIMAN,-38.419,146.966,45,11.39,18.95,6.84,17.38,55.21,43.34,54.3,9.78,156.44,158.04,183.24,153.07,26.85,35.93,32.85,21.6,117.23,650.79,5.55
631,38,85162,BOOLARRA,-38.382,146.274,91.4,33.53,17.73,10.87,15.34,43.33,70.52,79.46,13.75,215.32,286.07,280.5,171.99,38.53,53.42,46.08,26.95,164.98,953.88,5.78
632,42,85163,YANAKIE,-38.792,146.18,10,1.98,18.19,9.93,16.26,41.47,67.87,73.85,12.31,214.55,293.35,239.67,138.07,34.52,49.64,39.6,24.02,147.78,885.64,5.98
633,39,85179,BULN,-38.103,145.972,195,45.76,18.73,9.97,15.87,47.73,75.02,82.72,12.35,224.77,269.19,300.24,198.99,34.21,46.38,41.62,26,148.21,993.19,6.72
634,39,85183,BUFFALO,-38.657,146.006,30,17.93,18.75,9.97,15.87,46.87,68.69,79.27,11.96,226.66,298.79,261.97,164.42,33.9,46.72,39.21,23.64,143.47,951.84,6.68
635,30,85194,LARDNER,-38.181,145.889,146,34.88,18.53,10.9,14,48.19,74.14,84.91,13.25,231.07,279.96,310.13,198.68,37.43,49.97,44.5,27.07,158.97,1019.84,6.43
636,39,85195,WILLOW,-38.065,146.169,155,70.14,18.61,9.61,16.49,51.96,57.67,75.23,12.29,205.53,232.61,274.61,190.96,33.31,45.82,41.79,26.59,147.51,903.71,6.11
637,27,85277,NOOJEE,-37.904,145.972,275,56.16,18.31,10.07,13.96,50.9,65.57,92.64,13.8,235.41,315.96,335.87,222.78,37.81,52.74,45.41,29.41,165.37,1110.02,6.69
638,26,85278,ABERFELDY,-37.72,146.389,495,106.41,17.66,10.27,16.5,58.23,76.14,81.39,12.93,185.07,308.29,295.08,185.67,31.31,51.92,44.04,27.42,154.69,974.11,6.27
639,41,86010,BORONIA,-37.85,145.3,144,26.16,18.49,12.95,15.34,55.88,74.71,79.11,13.56,249.55,235.57,268.11,194.89,39.73,52.9,43.66,26.46,162.75,948.12,5.92
640,37,86014,BURWOOD,-37.867,145.15,91.4,16.25,19.07,7.59,18.65,52.49,35.9,59.83,10.77,183.99,166.47,204.83,163.02,30.14,40.27,36.22,22.7,129.33,718.31,5.54
641,31,86019,CAULFIELD,-37.9,145.033,51.5,4.09,19.32,8.06,18.19,50.65,43.8,62.79,11.45,194.75,173.69,214,169.74,32.9,42.61,38.97,22.71,137.19,752.18,5.47
642,49,86029,BEACONSFIELD,-38,145.417,213.4,24,18.42,12.02,13.08,60.62,75.97,91.3,14.5,282.49,280.55,313.96,218.35,41.57,54.76,47.18,30.51,174.02,1095.35,6.31
643,53,86052,HEALESVILLE,-37.6,145.5,250,58.6,18.20,9.93,16.68,70.44,70.76,102.68,12.59,286.73,317.68,372.32,253.91,34.7,48.96,41.45,25.77,150.88,1230.64,8.16
644,26,86058,KALORAMA,-37.8,145.3,119,30.25,19.04,14.35,14.77,77.5,118.74,101.42,14.66,326.3,324.33,324.69,239.98,43.62,58.92,45.23,28.08,175.85,1215.3,6.91
645,62,86061,KINGLAKE,-37.533,145.333,541,48.53,18.09,11.56,17.05,64.99,90.81,100.14,12.46,290.73,335.8,333.13,243.24,35.68,50.15,38.87,24.87,149.57,1202.9,8.23
646,82,86063,LANG,-38.266,145.569,18,5.37,19.27,9.24,17.67,46.92,57.65,71.14,11.58,207.39,234.46,241.59,169.58,32.76,44.76,38.55,22.83,138.9,853.02,6.23
647,35,86069,MALVERN,-37.833,145.083,87,10.88,19.18,9.97,15.03,49.21,45.49,63.38,13.05,195.69,176.69,210.79,178.99,36.89,49.83,42.51,27.46,156.69,762.16,4.84
648,113,86070,MAROONDAH,-37.639,145.55,174,64.74,19.37,11.24,15.72,62.24,80.94,96.88,13.59,272.07,324.99,338.4,227.76,37.7,53.74,44.47,27.15,163.06,1163.22,7.13
649,136,86071,MELBOURNE,-37.807,144.97,31.2,5.18,20.01,9.04,16.67,47.28,44.44,54.74,12.53,167.59,149.8,185.52,153.47,35.94,48.07,40.63,25.68,150.32,656.38,4.38
650,105,86073,MICKLEHAM,-37.555,144.879,270,32.21,18.80,6.11,23.68,51.05,47.35,52.42,8.25,149.9,151.32,182.54,144.33,23.25,31.46,27.72,16.5,98.93,628.09,6.55
651,72,86074,MITCHAM,-37.822,145.191,155,22.32,19.44,10.22,16.25,51.64,54.17,71.35,13.02,211.61,216.55,244.61,182.96,36.69,50.63,42.4,26.44,156.16,855.73,5.55
652,70,86083,MURRUMBEENA,-37.9,145.1,43,10.84,19.25,10.73,16.49,47.78,47.82,61.92,12.97,192.37,184.19,199.94,166.4,37.26,50.09,41.74,26.5,155.59,742.9,4.77
653,45,86086,NARRE,-38.033,145.3,19,19.6,19.24,9.91,18.73,44.98,52.8,66.88,11.71,203.06,208.69,230.3,159.79,33.4,45.11,39.4,22.53,140.44,801.84,5.74
654,93,86090,WARBURTON,-37.709,145.786,240,64.03,18.46,13.8,14.68,59.12,130.24,116.92,14.32,307.18,456.63,407.65,231.95,39.08,56.91,47.19,28.61,171.79,1403.41,8.13
655,98,86096,PRESTON,-37.723,145.004,94,15.03,19.62,8.66,16.75,49.66,42.73,55.4,11.95,163.34,154.1,188.92,158.39,33.51,45,39.64,25.19,143.34,664.75,4.63
656,104,86098,RED,-38.369,145.03,119,6.39,17.93,12.19,16.33,50.24,86.69,84.56,13.37,265.16,315.79,263.13,170.74,39.44,52.93,42.46,25.65,160.48,1014.82,6.38
657,78,86101,RINGWOOD,-37.8,145.25,129.5,27.49,19.10,11.05,15.53,53.53,67.16,73.83,13.24,219.4,226.96,252.29,185.48,36.95,51.51,43.44,26.95,158.85,884.13,5.59
658,31,86110,MORANG,-37.667,145.083,152,23.75,19.19,6.97,22.52,49.28,48.12,58.67,9.61,175.78,157.8,204.1,168.24,28.32,35.71,32.48,18.81,115.32,705.92,6.13
659,50,86113,SOMERVILLE,-38.233,145.183,68.3,6.09,18.88,10.28,17.56,43.2,58.69,64.94,12,200.45,221.54,211.6,145.31,34.04,47.14,39.48,23.34,144,778.9,5.43
660,26,86116,TOORADIN,-38.167,145.4,3,5.63,19.17,11.04,15.46,44.99,62.92,70.36,13.53,211.74,227.07,244.68,160.99,38.19,51.58,45.23,27.58,162.58,844.48,5.18
661,116,86117,TOOROURRONG,-37.477,145.151,219,45.26,19.17,8.75,17.79,51.89,53.77,66.46,11.9,188.99,208.01,225.2,175.53,32.92,46.47,38.85,24.47,142.71,797.73,5.57
662,37,86122,WATSONIA,-37.7,145.083,103.6,20.46,19.81,10.54,14.65,55.47,50.64,61.68,13.34,184.1,169.27,207.46,178.6,39,50.57,43.05,27.65,160.27,739.43,4.63
663,33,86123,WESTERFIELD,-38.15,145.1,0,0.89,19.16,9.73,16.24,46.67,54.79,68.22,12.84,206.59,224.47,223.67,164.26,36.18,50.85,41.61,25.39,154.03,818.99,5.29
664,40,86137,BLACKBURN,-37.8,145.2,110,21.49,19.38,9.18,19.27,54.96,62.01,69.54,11.12,222.89,204.97,225.96,180.47,31.95,42.72,36.65,21.92,133.24,834.29,6.29
665,40,86149,WALLAN,-37.4,145,299,49.58,18.33,7.9,22.38,48.75,51.85,56.51,9.78,162.89,180.78,190.05,144.16,26.35,40.45,31.8,18.65,117.25,677.88,5.76
666,35,86161,BRIGHTON,-37.917,145,20,1.21,19.72,9.17,18.63,48.53,49.27,54.5,12.13,173.07,168.33,177.71,133.59,35.03,49.71,37.77,22.89,145.4,652.7,4.51
667,35,86170,DANDENONG,-37.85,145.267,108,24.18,19.12,9.94,16.8,45.3,54.78,66.71,12.94,222.74,200.99,210.23,166.63,39.09,49.8,41.06,25.49,155.44,800.59,5.15
668,38,86179,HEALESVILLE,-37.7,145.5,792.5,50.51,19.66,10.84,15.76,64.12,88.78,107.02,12.98,322.87,322.53,365.21,274,37.32,49.26,41.45,27.84,155.87,1284.61,8.27
669,48,86223,DROMANA,-38.339,145.029,76,4.11,18.04,10.48,16.15,47.95,68.68,72.54,12.89,218.19,270.72,225.73,153.99,37.27,50.98,41.21,25.19,154.65,868.63,5.59
670,35,86230,BAYSWATER,-37.837,145.256,100,24.6,19.08,10.4,15.6,46.1,54.48,76.33,13.22,231.67,247.55,255.35,183,37.54,51.77,43.23,26.43,158.97,917.57,5.76
671,40,86246,MOOROODUC,-38.248,145.104,69,6.41,18.77,8.1,18.95,50.34,51.08,65.38,10.4,187.76,224.57,216.07,154.62,29,41.63,34,20.23,124.86,783.02,6.28
672,38,86282,MELBOURNE,-37.666,144.832,113.4,21.01,19.67,7.26,18.03,50.22,32.98,44.6,10.1,121.73,120.47,159.32,133.01,27.29,37.13,34.76,22.03,121.21,534.53,4.4
673,29,86299,BERWICK,-38.022,145.356,85,21.21,18.74,9.65,15.17,50.62,65.14,75.6,12,201.55,252.22,258.31,193.43,32.93,47.52,38.52,25,143.97,905.51,6.27
674,28,86339,CORINELLA,-38.427,145.436,10,0.54,18.81,9.36,17.79,40.32,53.03,61.66,12.16,178.24,223.13,205.64,134.03,35.11,48.96,39,23,146.07,741.04,5.06
675,29,86351,BUNDOORA,-37.716,145.045,83,17.36,19.74,8.03,17.76,46.52,32.6,54.99,11.18,149.74,162.64,190.63,156.07,30.66,42.55,37.17,23.76,134.14,659.08,4.89
676,63,87003,BALLIANG,-37.8,144.4,104.5,29.31,19.91,6.44,23.97,42.29,33.93,40.46,8.83,114.72,109.8,141,119.83,24.25,32.84,31.87,16.91,105.87,485.35,4.62
677,41,87005,BALLAN,-37.6,144.2,442,54.93,16.65,9.54,19.07,43.58,37.48,48.1,11.58,137.67,149.24,157.68,131.45,32.51,45.95,38.37,22.02,138.85,576.04,4.26
678,115,87007,MORRISONS,-37.743,144.141,379,43.47,17.44,8.86,20.65,46.99,47.61,54.11,10.71,151.58,169.97,189.26,138.39,30.39,42.23,35.65,20.22,128.49,649.2,5.07
679,127,87011,BEALES,-37.542,144.025,580,67.93,16.86,11.43,17.76,47.91,64.62,73.79,13.11,202.01,274.92,248.63,159.49,35.95,54.47,42.62,24.2,157.24,885.05,5.65
680,126,87014,BUNGAREE,-37.551,143.932,510.5,71.34,16.94,11.21,17.87,47.55,65.52,70.86,12.77,196.26,261.53,236.95,155.08,34.52,53.14,41.66,23.93,153.25,849.82,5.57
681,67,87031,LAVERTON,-37.856,144.757,20.1,5.44,19.78,7.87,18.79,46.4,28.71,45.12,11.11,128.69,122.59,157.35,131.79,30.7,42.51,37.49,22.57,133.27,540.42,4.09
682,116,87034,LOVELY,-38.066,144.328,82.6,5.81,19.79,10.14,17.86,39.79,37.63,43.8,12.47,124.85,132.37,151.83,116.19,34.78,51.2,41.29,22.4,149.67,525.24,3.55
683,67,87035,MOUNT,-37.4,144.6,548,56.31,15.03,12.34,15.1,58.94,76.4,79.04,13.33,219.98,281.37,262.23,185.36,37.69,53.21,42.42,26.54,159.86,948.94,6.41
684,62,87037,MOUNT,-37.4,144.583,762,56.83,14.89,9.65,18.81,57.05,66.03,71.85,11.86,203.82,267.95,227.1,164.38,32.45,49,37.98,22.98,142.41,863.25,6.07
685,60,87040,MELTON,-37.745,144.569,100,27.08,20.09,7.62,20.18,42.19,35.06,39.95,10.18,107.52,108.36,143.26,119.51,27.25,39.02,35.28,20.6,122.15,478.65,3.94
686,94,87043,MEREDITH,-37.82,144.149,362,35.97,17.83,8.82,17.28,50.33,43.81,56.07,12.03,153.58,171.13,199.91,147.25,33.57,46.94,40.03,23.73,144.27,671.87,4.64
687,96,87045,MOORABOOL,-37.515,144.083,605.2,67.68,16.10,13.35,17.14,51.28,76.85,78.11,13.93,208.4,299.82,262.16,165.78,38.62,57.85,44.76,25.85,167.08,936.16,5.64
688,54,87052,OAKLANDS,-37.6,144.85,213,27.67,19.06,6.52,24.3,51.77,41.46,50.79,8.73,147.88,141.04,180.05,140.79,24.89,32.96,30.04,17.04,104.93,609.76,5.84
689,40,87058,ST,-37.75,144.8,66.4,14.05,19.67,8.77,23.33,44.55,46.08,42.91,9.45,127.22,125.5,146.57,117.71,26.45,37.7,30.67,18.55,113.37,517,4.55
690,67,87065,WERRIBEE,-37.9,144.683,24,6.97,19.65,10.4,16.24,41.1,37.84,45.68,12.89,132.91,126.95,158.75,129.74,36.81,51.7,41.97,24.24,154.72,548.35,3.56
691,113,87067,WILSONS,-37.514,144.018,609,70.92,16.24,12.04,18.19,48.06,66.4,73.27,13.55,199.3,277.26,243.06,158.83,37.76,56.14,43.73,24.89,162.52,878.45,5.43
692,26,87072,BULLA,-37.633,144.8,152.4,25.29,19.36,7.27,20.85,50.79,37.62,49.52,10.2,145.35,126.17,171.01,150.66,28.58,37.69,35.65,20.5,122.42,593.19,4.86
693,52,87095,PYKES,-37.611,144.3,450,51.29,18.07,8,19.25,54.58,42.35,54.69,10.84,144.8,163.83,195.57,150.79,29.31,42.63,36.15,21.83,129.92,654.99,5.13
694,25,87117,GEELONG,-38.085,144.336,54.9,3.79,19.67,7.92,20.96,42.46,31.47,45.86,10.94,122.48,130.26,167.99,130.15,29.52,42.6,38.32,20.88,131.32,550.88,4.18
695,40,87126,WURDIBOLUC,-38.282,144.052,136,18.83,18.29,11.52,18.3,42.49,45.53,54.14,13.38,141.72,187.55,192.5,126.66,36.83,56.65,43.55,23.58,160.61,648.43,4.04
696,34,87139,OCEAN,-38.25,144.517,28,1.83,18.63,8.09,20.76,41.53,49.52,50.35,10.1,160.94,178.12,158.71,104.71,29.62,42.06,32.32,17.06,121.06,602.48,5.05
697,36,87147,BANNOCKBURN,-38.043,144.213,55,15.33,19.53,8.25,19.39,45.31,34.32,46.91,10.84,116,141.69,175.88,128.02,27.17,43.19,38.31,21.28,129.95,561.59,4.3
698,34,87161,MERRIMU,-37.629,144.503,185,41.16,20.15,6.94,19.44,45.33,35.28,41.61,10.3,105.94,109.47,162.72,120.34,28.06,37.68,36.03,22,123.77,498.47,4.02
699,73,88000,ALEXANDRA,-37.251,145.718,180,94.61,20.20,9.63,24.14,44.59,57.31,63.8,9.96,178.18,248.91,204.08,133.49,25.44,44.81,32.75,16.42,119.42,764.66,6.39
